Supplementary Data to
NGRIP Members, Nature 431, 147 - 151 (09 September 2004); doi:10.1038/nature02805


High resolution Climate Record of the Northern Hemisphere back into the last Interglacial Period

North Greenland Ice-Core Project (NorthGRIP) Members

In this text file we list the NGRIP oxygen 18 values as 50 year mean values
using the same preliminary age scale as in Figure 2c of the accompanying paper.
Data was measured against VSMOW at the Niels Bohr Institute for Astronomy, 
Physics and Geophysics, Department of Geophysics, University of Copenhagen.  
Accuracy of individual measurements is 0.07 %. 
The initial isotope data series is based on 5 cm continuous sampling from
surface to bottom of the core, or 61100 individual measurements.
Improved dating of the NGRIP core and additional data will be posted on 
our web site http://www.glaciology.gfy.ku.dk/ngrip/index_eng.htm when 
it becomes available.

Copenhagen June 6, 2004.
Sigfus J. Johnsen <sigfus@gfy.ku.dk>.


ss09sea age       Del 18O
years BP 2000	permille
 55700.000	  -42.20
 55750.000	  -42.20
 55750.000	  -38.93
 55800.000	  -38.93
 55800.000	  -38.84
 55850.000	  -38.84
 55850.000	  -42.14
 55900.000	  -42.14
 55900.000	  -42.87
 55950.000	  -42.87
 55950.000	  -42.76
 56000.000	  -42.76
 56000.000	  -42.49
 56050.000	  -42.49
 56050.000	  -42.90
 56100.000	  -42.90
 56100.000	  -42.99
 56150.000	  -42.99
 56150.000	  -42.00
 56200.000	  -42.00
 56200.000	  -41.42
 56250.000	  -41.42
 56250.000	  -39.24
 56300.000	  -39.24
 56300.000	  -39.61
 56350.000	  -39.61
 56350.000	  -39.32
 56400.000	  -39.32
 56400.000	  -39.61
 56450.000	  -39.61
 56450.000	  -39.35
 56500.000	  -39.35
 56500.000	  -38.90
 56550.000	  -38.90
 56550.000	  -39.83
 56600.000	  -39.83
 56600.000	  -42.08
 56650.000	  -42.08
 56650.000	  -43.22
 56700.000	  -43.22
 56700.000	  -42.96
 56750.000	  -42.96
 56750.000	  -42.84
 56800.000	  -42.84
 56800.000	  -43.09
 56850.000	  -43.09
 56850.000	  -42.63
 56900.000	  -42.63
 56900.000	  -42.16
 56950.000	  -42.16
 56950.000	  -42.47
 57000.000	  -42.47
 57000.000	  -42.24
 57050.000	  -42.24
 57050.000	  -42.42
 57100.000	  -42.42
 57100.000	  -42.46
 57150.000	  -42.46
 57150.000	  -42.01
 57200.000	  -42.01
 57200.000	  -42.36
 57250.000	  -42.36
 57250.000	  -41.25
 57300.000	  -41.25
 57300.000	  -41.23
 57350.000	  -41.23
 57350.000	  -41.17
 57400.000	  -41.17
 57400.000	  -40.63
 57450.000	  -40.63
 57450.000	  -40.11
 57500.000	  -40.11
 57500.000	  -40.07
 57550.000	  -40.07
 57550.000	  -40.27
 57600.000	  -40.27
 57600.000	  -40.68
 57650.000	  -40.68
 57650.000	  -40.92
 57700.000	  -40.92
 57700.000	  -40.61
 57750.000	  -40.61
 57750.000	  -40.51
 57800.000	  -40.51
 57800.000	  -41.02
 57850.000	  -41.02
 57850.000	  -41.42
 57900.000	  -41.42
 57900.000	  -40.50
 57950.000	  -40.50
 57950.000	  -40.37
 58000.000	  -40.37
 58000.000	  -40.35
 58050.000	  -40.35
 58050.000	  -40.68
 58100.000	  -40.68
 58100.000	  -40.02
 58150.000	  -40.02
 58150.000	  -39.67
 58200.000	  -39.67
 58200.000	  -39.74
 58250.000	  -39.74
 58250.000	  -39.83
 58300.000	  -39.83
 58300.000	  -39.44
 58350.000	  -39.44
 58350.000	  -38.99
 58400.000	  -38.99
 58400.000	  -39.60
 58450.000	  -39.60
 58450.000	  -39.68
 58500.000	  -39.68
 58500.000	  -39.17
 58550.000	  -39.17
 58550.000	  -38.64
 58600.000	  -38.64
 58600.000	  -38.83
 58650.000	  -38.83
 58650.000	  -39.42
 58700.000	  -39.42
 58700.000	  -39.87
 58750.000	  -39.87
 58750.000	  -38.41
 58800.000	  -38.41
 58800.000	  -41.20
 58850.000	  -41.20
 58850.000	  -41.97
 58900.000	  -41.97
 58900.000	  -41.09
 58950.000	  -41.09
 58950.000	  -38.19
 59000.000	  -38.19
 59000.000	  -39.60
 59050.000	  -39.60
 59050.000	  -42.05
 59100.000	  -42.05
 59100.000	  -42.52
 59150.000	  -42.52
 59150.000	  -42.66
 59200.000	  -42.66
 59200.000	  -42.19
 59250.000	  -42.19
 59250.000	  -42.46
 59300.000	  -42.46
 59300.000	  -41.99
 59350.000	  -41.99
 59350.000	  -40.97
 59400.000	  -40.97
 59400.000	  -39.35
 59450.000	  -39.35
 59450.000	  -39.19
 59500.000	  -39.19
 59500.000	  -39.52
 59550.000	  -39.52
 59550.000	  -40.99
 59600.000	  -40.99
 59600.000	  -40.30
 59650.000	  -40.30
 59650.000	  -38.95
 59700.000	  -38.95
 59700.000	  -38.36
 59750.000	  -38.36
 59750.000	  -38.25
 59800.000	  -38.25
 59800.000	  -39.12
 59850.000	  -39.12
 59850.000	  -42.30
 59900.000	  -42.30
 59900.000	  -42.88
 59950.000	  -42.88
 59950.000	  -42.94
 60000.000	  -42.94
 60000.000	  -42.25
 60050.000	  -42.25
 60050.000	  -38.53
 60100.000	  -38.53
 60100.000	  -37.93
 60150.000	  -37.93
 60150.000	  -40.31
 60200.000	  -40.31
 60200.000	  -42.72
 60250.000	  -42.72
 60250.000	  -43.39
 60300.000	  -43.39
 60300.000	  -43.45
 60350.000	  -43.45
 60350.000	  -43.27
 60400.000	  -43.27
 60400.000	  -42.43
 60450.000	  -42.43
 60450.000	  -42.57
 60500.000	  -42.57
 60500.000	  -43.58
 60550.000	  -43.58
 60550.000	  -43.37
 60600.000	  -43.37
 60600.000	  -42.69
 60650.000	  -42.69
 60650.000	  -43.07
 60700.000	  -43.07
 60700.000	  -43.16
 60750.000	  -43.16
 60750.000	  -43.33
 60800.000	  -43.33
 60800.000	  -43.45
 60850.000	  -43.45
 60850.000	  -43.30
 60900.000	  -43.30
 60900.000	  -43.24
 60950.000	  -43.24
 60950.000	  -42.84
 61000.000	  -42.84
 61000.000	  -42.89
 61050.000	  -42.89
 61050.000	  -43.25
 61100.000	  -43.25
 61100.000	  -43.19
 61150.000	  -43.19
 61150.000	  -43.24
 61200.000	  -43.24
 61200.000	  -43.12
 61250.000	  -43.12
 61250.000	  -43.05
 61300.000	  -43.05
 61300.000	  -42.99
 61350.000	  -42.99
 61350.000	  -43.13
 61400.000	  -43.13
 61400.000	  -43.10
 61450.000	  -43.10
 61450.000	  -43.53
 61500.000	  -43.53
 61500.000	  -43.74
 61550.000	  -43.74
 61550.000	  -43.69
 61600.000	  -43.69
 61600.000	  -43.65
 61650.000	  -43.65
 61650.000	  -43.39
 61700.000	  -43.39
 61700.000	  -43.97
 61750.000	  -43.97
 61750.000	  -44.15
 61800.000	  -44.15
 61800.000	  -43.21
 61850.000	  -43.21
 61850.000	  -44.19
 61900.000	  -44.19
 61900.000	  -43.28
 61950.000	  -43.28
 61950.000	  -43.81
 62000.000	  -43.81
 62000.000	  -43.70
 62050.000	  -43.70
 62050.000	  -43.18
 62100.000	  -43.18
 62100.000	  -43.10
 62150.000	  -43.10
 62150.000	  -43.23
 62200.000	  -43.23
 62200.000	  -43.67
 62250.000	  -43.67
 62250.000	  -45.10
 62300.000	  -45.10
 62300.000	  -44.57
 62350.000	  -44.57
 62350.000	  -43.63
 62400.000	  -43.63
 62400.000	  -43.09
 62450.000	  -43.09
 62450.000	  -43.34
 62500.000	  -43.34
 62500.000	  -44.38
 62550.000	  -44.38
 62550.000	  -44.75
 62600.000	  -44.75
 62600.000	  -43.15
 62650.000	  -43.15
 62650.000	  -43.63
 62700.000	  -43.63
 62700.000	  -44.21
 62750.000	  -44.21
 62750.000	  -44.70
 62800.000	  -44.70
 62800.000	  -44.49
 62850.000	  -44.49
 62850.000	  -43.54
 62900.000	  -43.54
 62900.000	  -44.18
 62950.000	  -44.18
 62950.000	  -44.60
 63000.000	  -44.60
 63000.000	  -44.01
 63050.000	  -44.01
 63050.000	  -43.86
 63100.000	  -43.86
 63100.000	  -44.52
 63150.000	  -44.52
 63150.000	  -45.02
 63200.000	  -45.02
 63200.000	  -44.74
 63250.000	  -44.74
 63250.000	  -44.58
 63300.000	  -44.58
 63300.000	  -44.43
 63350.000	  -44.43
 63350.000	  -44.15
 63400.000	  -44.15
 63400.000	  -45.16
 63450.000	  -45.16
 63450.000	  -44.63
 63500.000	  -44.63
 63500.000	  -43.77
 63550.000	  -43.77
 63550.000	  -45.04
 63600.000	  -45.04
 63600.000	  -44.40
 63650.000	  -44.40
 63650.000	  -44.00
 63700.000	  -44.00
 63700.000	  -43.90
 63750.000	  -43.90
 63750.000	  -44.81
 63800.000	  -44.81
 63800.000	  -44.70
 63850.000	  -44.70
 63850.000	  -44.37
 63900.000	  -44.37
 63900.000	  -44.49
 63950.000	  -44.49
 63950.000	  -43.79
 64000.000	  -43.79
 64000.000	  -43.41
 64050.000	  -43.41
 64050.000	  -43.20
 64100.000	  -43.20
 64100.000	  -43.10
 64150.000	  -43.10
 64150.000	  -43.35
 64200.000	  -43.35
 64200.000	  -43.99
 64250.000	  -43.99
 64250.000	  -43.26
 64300.000	  -43.26
 64300.000	  -43.05
 64350.000	  -43.05
 64350.000	  -43.39
 64400.000	  -43.39
 64400.000	  -43.95
 64450.000	  -43.95
 64450.000	  -44.26
 64500.000	  -44.26
 64500.000	  -43.34
 64550.000	  -43.34
 64550.000	  -41.33
 64600.000	  -41.33
 64600.000	  -39.97
 64650.000	  -39.97
 64650.000	  -40.07
 64700.000	  -40.07
 64700.000	  -39.74
 64750.000	  -39.74
 64750.000	  -40.21
 64800.000	  -40.21
 64800.000	  -42.24
 64850.000	  -42.24
 64850.000	  -42.97
 64900.000	  -42.97
 64900.000	  -44.26
 64950.000	  -44.26
 64950.000	  -42.71
 65000.000	  -42.71
 65000.000	  -43.79
 65050.000	  -43.79
 65050.000	  -44.25
 65100.000	  -44.25
 65100.000	  -44.17
 65150.000	  -44.17
 65150.000	  -44.85
 65200.000	  -44.85
 65200.000	  -45.29
 65250.000	  -45.29
 65250.000	  -44.49
 65300.000	  -44.49
 65300.000	  -44.44
 65350.000	  -44.44
 65350.000	  -44.52
 65400.000	  -44.52
 65400.000	  -43.84
 65450.000	  -43.84
 65450.000	  -43.55
 65500.000	  -43.55
 65500.000	  -44.22
 65550.000	  -44.22
 65550.000	  -43.94
 65600.000	  -43.94
 65600.000	  -43.61
 65650.000	  -43.61
 65650.000	  -43.04
 65700.000	  -43.04
 65700.000	  -43.84
 65750.000	  -43.84
 65750.000	  -43.85
 65800.000	  -43.85
 65800.000	  -43.54
 65850.000	  -43.54
 65850.000	  -42.91
 65900.000	  -42.91
 65900.000	  -43.12
 65950.000	  -43.12
 65950.000	  -43.61
 66000.000	  -43.61
 66000.000	  -44.81
 66050.000	  -44.81
 66050.000	  -44.26
 66100.000	  -44.26
 66100.000	  -44.16
 66150.000	  -44.16
 66150.000	  -44.64
 66200.000	  -44.64
 66200.000	  -44.44
 66250.000	  -44.44
 66250.000	  -44.24
 66300.000	  -44.24
 66300.000	  -43.95
 66350.000	  -43.95
 66350.000	  -44.01
 66400.000	  -44.01
 66400.000	  -44.48
 66450.000	  -44.48
 66450.000	  -44.76
 66500.000	  -44.76
 66500.000	  -45.04
 66550.000	  -45.04
 66550.000	  -44.48
 66600.000	  -44.48
 66600.000	  -44.33
 66650.000	  -44.33
 66650.000	  -44.17
 66700.000	  -44.17
 66700.000	  -44.19
 66750.000	  -44.19
 66750.000	  -44.22
 66800.000	  -44.22
 66800.000	  -43.67
 66850.000	  -43.67
 66850.000	  -43.35
 66900.000	  -43.35
 66900.000	  -43.04
 66950.000	  -43.04
 66950.000	  -44.23
 67000.000	  -44.23
 67000.000	  -43.99
 67050.000	  -43.99
 67050.000	  -43.76
 67100.000	  -43.76
 67100.000	  -44.65
 67150.000	  -44.65
 67150.000	  -44.30
 67200.000	  -44.30
 67200.000	  -43.71
 67250.000	  -43.71
 67250.000	  -44.64
 67300.000	  -44.64
 67300.000	  -44.21
 67350.000	  -44.21
 67350.000	  -42.91
 67400.000	  -42.91
 67400.000	  -43.39
 67450.000	  -43.39
 67450.000	  -43.73
 67500.000	  -43.73
 67500.000	  -44.12
 67550.000	  -44.12
 67550.000	  -43.20
 67600.000	  -43.20
 67600.000	  -43.62
 67650.000	  -43.62
 67650.000	  -44.08
 67700.000	  -44.08
 67700.000	  -44.18
 67750.000	  -44.18
 67750.000	  -43.76
 67800.000	  -43.76
 67800.000	  -43.33
 67850.000	  -43.33
 67850.000	  -44.73
 67900.000	  -44.73
 67900.000	  -44.22
 67950.000	  -44.22
 67950.000	  -43.41
 68000.000	  -43.41
 68000.000	  -42.37
 68050.000	  -42.37
 68050.000	  -42.32
 68100.000	  -42.32
 68100.000	  -42.79
 68150.000	  -42.79
 68150.000	  -43.22
 68200.000	  -43.22
 68200.000	  -43.45
 68250.000	  -43.45
 68250.000	  -43.99
 68300.000	  -43.99
 68300.000	  -44.37
 68350.000	  -44.37
 68350.000	  -44.81
 68400.000	  -44.81
 68400.000	  -43.87
 68450.000	  -43.87
 68450.000	  -43.87
 68500.000	  -43.87
 68500.000	  -44.62
 68550.000	  -44.62
 68550.000	  -44.16
 68600.000	  -44.16
 68600.000	  -43.83
 68650.000	  -43.83
 68650.000	  -44.10
 68700.000	  -44.10
 68700.000	  -44.05
 68750.000	  -44.05
 68750.000	  -43.96
 68800.000	  -43.96
 68800.000	  -44.47
 68850.000	  -44.47
 68850.000	  -44.25
 68900.000	  -44.25
 68900.000	  -43.42
 68950.000	  -43.42
 68950.000	  -43.66
 69000.000	  -43.66
 69000.000	  -43.76
 69050.000	  -43.76
 69050.000	  -43.84
 69100.000	  -43.84
 69100.000	  -44.40
 69150.000	  -44.40
 69150.000	  -44.69
 69200.000	  -44.69
 69200.000	  -44.03
 69250.000	  -44.03
 69250.000	  -43.92
 69300.000	  -43.92
 69300.000	  -43.80
 69350.000	  -43.80
 69350.000	  -43.76
 69400.000	  -43.76
 69400.000	  -43.93
 69450.000	  -43.93
 69450.000	  -44.19
 69500.000	  -44.19
 69500.000	  -43.30
 69550.000	  -43.30
 69550.000	  -43.60
 69600.000	  -43.60
 69600.000	  -44.03
 69650.000	  -44.03
 69650.000	  -42.78
 69700.000	  -42.78
 69700.000	  -43.35
 69750.000	  -43.35
 69750.000	  -43.73
 69800.000	  -43.73
 69800.000	  -43.88
 69850.000	  -43.88
 69850.000	  -44.39
 69900.000	  -44.39
 69900.000	  -44.68
 69950.000	  -44.68
 69950.000	  -43.80
 70000.000	  -43.80
 70000.000	  -43.54
 70050.000	  -43.54
 70050.000	  -43.09
 70100.000	  -43.09
 70100.000	  -42.07
 70150.000	  -42.07
 70150.000	  -40.56
 70200.000	  -40.56
 70200.000	  -39.73
 70250.000	  -39.73
 70250.000	  -39.55
 70300.000	  -39.55
 70300.000	  -42.18
 70350.000	  -42.18
 70350.000	  -44.18
 70400.000	  -44.18
 70400.000	  -44.70
 70450.000	  -44.70
 70450.000	  -44.34
 70500.000	  -44.34
 70500.000	  -44.32
 70550.000	  -44.32
 70550.000	  -44.23
 70600.000	  -44.23
 70600.000	  -44.13
 70650.000	  -44.13
 70650.000	  -43.82
 70700.000	  -43.82
 70700.000	  -43.76
 70750.000	  -43.76
 70750.000	  -43.67
 70800.000	  -43.67
 70800.000	  -43.28
 70850.000	  -43.28
 70850.000	  -43.05
 70900.000	  -43.05
 70900.000	  -43.50
 70950.000	  -43.50
 70950.000	  -43.52
 71000.000	  -43.52
 71000.000	  -43.48
 71050.000	  -43.48
 71050.000	  -42.86
 71100.000	  -42.86
 71100.000	  -42.45
 71150.000	  -42.45
 71150.000	  -41.93
 71200.000	  -41.93
 71200.000	  -42.22
 71250.000	  -42.22
 71250.000	  -42.16
 71300.000	  -42.16
 71300.000	  -42.07
 71350.000	  -42.07
 71350.000	  -42.06
 71400.000	  -42.06
 71400.000	  -42.17
 71450.000	  -42.17
 71450.000	  -42.27
 71500.000	  -42.27
 71500.000	  -41.60
 71550.000	  -41.60
 71550.000	  -40.74
 71600.000	  -40.74
 71600.000	  -40.51
 71650.000	  -40.51
 71650.000	  -40.51
 71700.000	  -40.51
 71700.000	  -40.13
 71750.000	  -40.13
 71750.000	  -40.34
 71800.000	  -40.34
 71800.000	  -40.87
 71850.000	  -40.87
 71850.000	  -40.37
 71900.000	  -40.37
 71900.000	  -39.81
 71950.000	  -39.81
 71950.000	  -39.58
 72000.000	  -39.58
 72000.000	  -39.69
 72050.000	  -39.69
 72050.000	  -40.10
 72100.000	  -40.10
 72100.000	  -39.91
 72150.000	  -39.91
 72150.000	  -39.50
 72200.000	  -39.50
 72200.000	  -39.53
 72250.000	  -39.53
 72250.000	  -39.61
 72300.000	  -39.61
 72300.000	  -39.66
 72350.000	  -39.66
 72350.000	  -39.23
 72400.000	  -39.23
 72400.000	  -39.08
 72450.000	  -39.08
 72450.000	  -39.00
 72500.000	  -39.00
 72500.000	  -38.73
 72550.000	  -38.73
 72550.000	  -38.61
 72600.000	  -38.61
 72600.000	  -38.47
 72650.000	  -38.47
 72650.000	  -38.31
 72700.000	  -38.31
 72700.000	  -38.39
 72750.000	  -38.39
 72750.000	  -37.92
 72800.000	  -37.92
 72800.000	  -37.67
 72850.000	  -37.67
 72850.000	  -38.15
 72900.000	  -38.15
 72900.000	  -37.71
 72950.000	  -37.71
 72950.000	  -37.96
 73000.000	  -37.96
 73000.000	  -40.85
 73050.000	  -40.85
 73050.000	  -43.63
 73100.000	  -43.63
 73100.000	  -44.39
 73150.000	  -44.39
 73150.000	  -44.22
 73200.000	  -44.22
 73200.000	  -43.95
 73250.000	  -43.95
 73250.000	  -44.66
 73300.000	  -44.66
 73300.000	  -44.84
 73350.000	  -44.84
 73350.000	  -45.07
 73400.000	  -45.07
 73400.000	  -44.96
 73450.000	  -44.96
 73450.000	  -44.69
 73500.000	  -44.69
 73500.000	  -44.92
 73550.000	  -44.92
 73550.000	  -45.18
 73600.000	  -45.18
 73600.000	  -44.66
 73650.000	  -44.66
 73650.000	  -44.36
 73700.000	  -44.36
 73700.000	  -45.05
 73750.000	  -45.05
 73750.000	  -45.15
 73800.000	  -45.15
 73800.000	  -44.43
 73850.000	  -44.43
 73850.000	  -44.57
 73900.000	  -44.57
 73900.000	  -44.90
 73950.000	  -44.90
 73950.000	  -44.79
 74000.000	  -44.79
 74000.000	  -44.65
 74050.000	  -44.65
 74050.000	  -45.13
 74100.000	  -45.13
 74100.000	  -45.39
 74150.000	  -45.39
 74150.000	  -44.99
 74200.000	  -44.99
 74200.000	  -44.88
 74250.000	  -44.88
 74250.000	  -44.41
 74300.000	  -44.41
 74300.000	  -44.44
 74350.000	  -44.44
 74350.000	  -44.54
 74400.000	  -44.54
 74400.000	  -44.88
 74450.000	  -44.88
 74450.000	  -45.15
 74500.000	  -45.15
 74500.000	  -44.34
 74550.000	  -44.34
 74550.000	  -44.21
 74600.000	  -44.21
 74600.000	  -44.06
 74650.000	  -44.06
 74650.000	  -44.69
 74700.000	  -44.69
 74700.000	  -44.51
 74750.000	  -44.51
 74750.000	  -42.98
 74800.000	  -42.98
 74800.000	  -42.78
 74850.000	  -42.78
 74850.000	  -42.22
 74900.000	  -42.22
 74900.000	  -40.97
 74950.000	  -40.97
 74950.000	  -39.88
 75000.000	  -39.88
 75000.000	  -40.06
 75050.000	  -40.06
 75050.000	  -40.97
 75100.000	  -40.97
 75100.000	  -41.35
 75150.000	  -41.35
 75150.000	  -40.44
 75200.000	  -40.44
 75200.000	  -40.86
 75250.000	  -40.86
 75250.000	  -40.34
 75300.000	  -40.34
 75300.000	  -39.97
 75350.000	  -39.97
 75350.000	  -40.00
 75400.000	  -40.00
 75400.000	  -39.86
 75450.000	  -39.86
 75450.000	  -39.50
 75500.000	  -39.50
 75500.000	  -39.19
 75550.000	  -39.19
 75550.000	  -39.54
 75600.000	  -39.54
 75600.000	  -39.60
 75650.000	  -39.60
 75650.000	  -39.44
 75700.000	  -39.44
 75700.000	  -39.24
 75750.000	  -39.24
 75750.000	  -39.64
 75800.000	  -39.64
 75800.000	  -39.27
 75850.000	  -39.27
 75850.000	  -39.45
 75900.000	  -39.45
 75900.000	  -39.05
 75950.000	  -39.05
 75950.000	  -39.23
 76000.000	  -39.23
 76000.000	  -39.51
 76050.000	  -39.51
 76050.000	  -39.24
 76100.000	  -39.24
 76100.000	  -39.32
 76150.000	  -39.32
 76150.000	  -39.14
 76200.000	  -39.14
 76200.000	  -38.80
 76250.000	  -38.80
 76250.000	  -38.81
 76300.000	  -38.81
 76300.000	  -38.37
 76350.000	  -38.37
 76350.000	  -38.65
 76400.000	  -38.65
 76400.000	  -38.79
 76450.000	  -38.79
 76450.000	  -38.90
 76500.000	  -38.90
 76500.000	  -38.58
 76550.000	  -38.58
 76550.000	  -38.12
 76600.000	  -38.12
 76600.000	  -38.18
 76650.000	  -38.18
 76650.000	  -38.38
 76700.000	  -38.38
 76700.000	  -38.25
 76750.000	  -38.25
 76750.000	  -37.93
 76800.000	  -37.93
 76800.000	  -37.84
 76850.000	  -37.84
 76850.000	  -37.81
 76900.000	  -37.81
 76900.000	  -37.28
 76950.000	  -37.28
 76950.000	  -37.59
 77000.000	  -37.59
 77000.000	  -37.28
 77050.000	  -37.28
 77050.000	  -36.81
 77100.000	  -36.81
 77100.000	  -38.69
 77150.000	  -38.69
 77150.000	  -41.42
 77200.000	  -41.42
 77200.000	  -42.68
 77250.000	  -42.68
 77250.000	  -42.95
 77300.000	  -42.95
 77300.000	  -42.40
 77350.000	  -42.40
 77350.000	  -42.43
 77400.000	  -42.43
 77400.000	  -42.46
 77450.000	  -42.46
 77450.000	  -42.80
 77500.000	  -42.80
 77500.000	  -43.41
 77550.000	  -43.41
 77550.000	  -42.45
 77600.000	  -42.45
 77600.000	  -42.95
 77650.000	  -42.95
 77650.000	  -43.10
 77700.000	  -43.10
 77700.000	  -42.55
 77750.000	  -42.55
 77750.000	  -42.42
 77800.000	  -42.42
 77800.000	  -42.68
 77850.000	  -42.68
 77850.000	  -42.92
 77900.000	  -42.92
 77900.000	  -42.87
 77950.000	  -42.87
 77950.000	  -42.37
 78000.000	  -42.37
 78000.000	  -42.80
 78050.000	  -42.80
 78050.000	  -43.63
 78100.000	  -43.63
 78100.000	  -43.59
 78150.000	  -43.59
 78150.000	  -43.15
 78200.000	  -43.15
 78200.000	  -42.74
 78250.000	  -42.74
 78250.000	  -42.39
 78300.000	  -42.39
 78300.000	  -42.64
 78350.000	  -42.64
 78350.000	  -42.48
 78400.000	  -42.48
 78400.000	  -42.07
 78450.000	  -42.07
 78450.000	  -41.62
 78500.000	  -41.62
 78500.000	  -41.06
 78550.000	  -41.06
 78550.000	  -39.62
 78600.000	  -39.62
 78600.000	  -39.29
 78650.000	  -39.29
 78650.000	  -39.05
 78700.000	  -39.05
 78700.000	  -39.28
 78750.000	  -39.28
 78750.000	  -39.86
 78800.000	  -39.86
 78800.000	  -40.49
 78850.000	  -40.49
 78850.000	  -41.03
 78900.000	  -41.03
 78900.000	  -41.23
 78950.000	  -41.23
 78950.000	  -40.92
 79000.000	  -40.92
 79000.000	  -41.01
 79050.000	  -41.01
 79050.000	  -40.85
 79100.000	  -40.85
 79100.000	  -40.30
 79150.000	  -40.30
 79150.000	  -39.91
 79200.000	  -39.91
 79200.000	  -40.49
 79250.000	  -40.49
 79250.000	  -40.40
 79300.000	  -40.40
 79300.000	  -39.96
 79350.000	  -39.96
 79350.000	  -40.64
 79400.000	  -40.64
 79400.000	  -40.20
 79450.000	  -40.20
 79450.000	  -39.28
 79500.000	  -39.28
 79500.000	  -39.37
 79550.000	  -39.37
 79550.000	  -38.90
 79600.000	  -38.90
 79600.000	  -39.32
 79650.000	  -39.32
 79650.000	  -39.03
 79700.000	  -39.03
 79700.000	  -38.91
 79750.000	  -38.91
 79750.000	  -39.45
 79800.000	  -39.45
 79800.000	  -39.17
 79850.000	  -39.17
 79850.000	  -38.72
 79900.000	  -38.72
 79900.000	  -38.69
 79950.000	  -38.69
 79950.000	  -40.76
 80000.000	  -40.76
 80000.000	  -40.70
 80050.000	  -40.70
 80050.000	  -40.56
 80100.000	  -40.56
 80100.000	  -40.34
 80150.000	  -40.34
 80150.000	  -40.08
 80200.000	  -40.08
 80200.000	  -40.31
 80250.000	  -40.31
 80250.000	  -40.28
 80300.000	  -40.28
 80300.000	  -39.90
 80350.000	  -39.90
 80350.000	  -39.98
 80400.000	  -39.98
 80400.000	  -40.33
 80450.000	  -40.33
 80450.000	  -40.02
 80500.000	  -40.02
 80500.000	  -39.91
 80550.000	  -39.91
 80550.000	  -39.30
 80600.000	  -39.30
 80600.000	  -39.45
 80650.000	  -39.45
 80650.000	  -39.80
 80700.000	  -39.80
 80700.000	  -39.58
 80750.000	  -39.58
 80750.000	  -39.54
 80800.000	  -39.54
 80800.000	  -39.37
 80850.000	  -39.37
 80850.000	  -39.25
 80900.000	  -39.25
 80900.000	  -39.00
 80950.000	  -39.00
 80950.000	  -39.61
 81000.000	  -39.61
 81000.000	  -39.51
 81050.000	  -39.51
 81050.000	  -39.33
 81100.000	  -39.33
 81100.000	  -39.52
 81150.000	  -39.52
 81150.000	  -39.16
 81200.000	  -39.16
 81200.000	  -38.65
 81250.000	  -38.65
 81250.000	  -38.98
 81300.000	  -38.98
 81300.000	  -39.22
 81350.000	  -39.22
 81350.000	  -39.44
 81400.000	  -39.44
 81400.000	  -39.18
 81450.000	  -39.18
 81450.000	  -38.74
 81500.000	  -38.74
 81500.000	  -38.61
 81550.000	  -38.61
 81550.000	  -38.36
 81600.000	  -38.36
 81600.000	  -38.79
 81650.000	  -38.79
 81650.000	  -38.85
 81700.000	  -38.85
 81700.000	  -38.48
 81750.000	  -38.48
 81750.000	  -38.65
 81800.000	  -38.65
 81800.000	  -38.35
 81850.000	  -38.35
 81850.000	  -38.44
 81900.000	  -38.44
 81900.000	  -38.37
 81950.000	  -38.37
 81950.000	  -38.07
 82000.000	  -38.07
 82000.000	  -38.38
 82050.000	  -38.38
 82050.000	  -38.31
 82100.000	  -38.31
 82100.000	  -38.26
 82150.000	  -38.26
 82150.000	  -38.14
 82200.000	  -38.14
 82200.000	  -38.43
 82250.000	  -38.43
 82250.000	  -37.99
 82300.000	  -37.99
 82300.000	  -37.79
 82350.000	  -37.79
 82350.000	  -37.78
 82400.000	  -37.78
 82400.000	  -37.84
 82450.000	  -37.84
 82450.000	  -37.68
 82500.000	  -37.68
 82500.000	  -37.26
 82550.000	  -37.26
 82550.000	  -37.88
 82600.000	  -37.88
 82600.000	  -38.05
 82650.000	  -38.05
 82650.000	  -38.23
 82700.000	  -38.23
 82700.000	  -38.06
 82750.000	  -38.06
 82750.000	  -38.24
 82800.000	  -38.24
 82800.000	  -37.72
 82850.000	  -37.72
 82850.000	  -37.82
 82900.000	  -37.82
 82900.000	  -37.96
 82950.000	  -37.96
 82950.000	  -38.62
 83000.000	  -38.62
 83000.000	  -38.45
 83050.000	  -38.45
 83050.000	  -37.85
 83100.000	  -37.85
 83100.000	  -38.22
 83150.000	  -38.22
 83150.000	  -37.96
 83200.000	  -37.96
 83200.000	  -37.92
 83250.000	  -37.92
 83250.000	  -37.92
 83300.000	  -37.92
 83300.000	  -37.99
 83350.000	  -37.99
 83350.000	  -37.84
 83400.000	  -37.84
 83400.000	  -37.57
 83450.000	  -37.57
 83450.000	  -37.98
 83500.000	  -37.98
 83500.000	  -38.47
 83550.000	  -38.47
 83550.000	  -38.19
 83600.000	  -38.19
 83600.000	  -38.02
 83650.000	  -38.02
 83650.000	  -38.19
 83700.000	  -38.19
 83700.000	  -37.28
 83750.000	  -37.28
 83750.000	  -37.02
 83800.000	  -37.02
 83800.000	  -37.06
 83850.000	  -37.06
 83850.000	  -37.57
 83900.000	  -37.57
 83900.000	  -37.78
 83950.000	  -37.78
